ABC,ABC XYZ Bucket,Country1,Country2,Month,prodHier1,prodHier2,prodHier3,prodHier4,prodHier5,prodHier6,prodHier7,prodHier8,prodHier9,State,Time Stamp,Updated brand,XYZ,Abs Error,Accuracy Calculation,Bias,Error,Historical Forecast,Quarter,sales contribution,salesValue,Updated Actual,Week,Year
B,BZ,,,June,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA04,HA04-CEBR1,GT,Oklahoma,6/1/2022,Brand3,Z,1.825380951,0.468684689,0.531315311,1.825380951,5.260969788,1,2.2,3.435588837,3.435588837,22,2022
B,BZ,,,April,USA,west,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA04,HA04-CEBR2,GT,Alaska,4/1/2022,Brand3,Z,2.051457407,-1.561326013,2.561326013,2.051457407,2.852393093,1,2.2,0.800935686,0.800935686,13,2022
B,BZ,,,May,USA,west,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA04,HA04-CEBR2,GT,Alaska,5/1/2022,Brand3,Z,2.183044784,-1.974615568,2.974615568,2.183044784,2.916936184,1,2.2,0.7338914,0.7338914,18,2022
B,BZ,,,June,USA,west,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA04,HA04-CEBR2,GT,Alaska,6/1/2022,Brand3,Z,1.29560511,0.064024455,0.935975545,1.29560511,2.67983477,1,2.2,1.38422966,1.38422966,22,2022
B,BZ,,,April,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA04,HA04-CEBR5,GT,Florida,4/1/2022,Brand3,Z,3.344070408,-1.616414840,2.616414840,3.344070408,4.622182104,1,2.2,1.278111696,1.278111696,13,2022
B,BZ,,,May,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA04,HA04-CEBR5,GT,Florida,5/1/2022,Brand3,Z,2.435187298,-0.368722206,1.368722206,2.435187298,4.214355698,1,2.2,1.7791684,1.7791684,18,2022
B,BZ,,,June,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA04,HA04-CEBR5,GT,Florida,6/1/2022,Brand3,Z,2.199252804,-0.260913389,1.260913389,2.199252804,3.943427165,1,2.2,1.744174361,1.744174361,22,2022
A,AZ,,,April,India,west,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA04,HA04-CEPR4,GT,Goa,4/1/2022,Brand3,Z,5.098014185,-3.371006626,4.371006626,5.098014185,6.264339158,1,4.9,1.166324973,1.166324973,13,2022
A,AZ,,,May,India,west,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA04,HA04-CEPR4,GT,Goa,5/1/2022,Brand3,Z,5.092465341,-3.286615853,4.286615853,5.092465341,6.280457341,1,4.9,1.187992,1.187992,18,2022
A,AZ,,,June,India,west,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA04,HA04-CEPR4,GT,Goa,6/1/2022,Brand3,Z,4.454520637,-2.358891156,3.358891156,4.454520637,5.780708486,1,4.9,1.326187849,1.326187849,22,2022
A,AZ,,,April,USA,west,Fabric Care,Liquid Detergent,Brand3,CESR3,HA04,HA04-CESR3,GT,Arizona,4/1/2022,Brand3,Z,0.399876297,,-1,-0.399876297,0,1,4.9,0.399876297,0,13,2022
A,AZ,,,May,USA,west,Fabric Care,Liquid Detergent,Brand3,CESR3,HA04,HA04-CESR3,GT,Arizona,5/1/2022,Brand3,Z,0.228670617,0.694565388,-0.305434612,-0.228670617,0.520002283,1,4.9,0.7486729,0.7486729,18,2022
A,AZ,,,June,USA,west,Fabric Care,Liquid Detergent,Brand3,CESR3,HA04,HA04-CESR3,GT,Arizona,6/1/2022,Brand3,Z,0.289211214,-0.160137484,-0.537066503,-0.289211214,0.249290466,1,4.9,0.53850168,0.249290466,22,2022
A,AZ,,,April,USA,North East,Hi,Coil,Brand4,LGHF2,HA04,HA04-LGHF2,GT,New Jersey,4/1/2022,Brand4,Z,35.72693929,-0.974350135,-0.663792104,-35.72693929,18.09554377,1,4.9,53.82248306,18.09554377,13,2022
A,AZ,,,May,USA,North East,Hi,Coil,Brand4,LGHF2,HA04,HA04-LGHF2,GT,New Jersey,5/1/2022,Brand4,Z,11.6590755,,-1,-11.6590755,0,1,4.9,11.6590755,0,18,2022
A,AZ,,,June,USA,North East,Hi,Coil,Brand4,LGHF2,HA04,HA04-LGHF2,GT,New Jersey,6/1/2022,Brand4,Z,39.31626764,-2.622924170,3.622924170,39.31626764,50.16834894,1,4.9,10.8520813,10.8520813,22,2022
A,AZ,,,April,India,East,Hi,Refill,Brand4,RF1R,HA04,HA04-RF1R,GT,Sikkim,4/1/2022,Brand4,Z,36.96625795,0.721667261,-0.278332739,-36.96625795,95.84692865,1,4.9,132.8131866,132.8131866,13,2022
A,AZ,,,May,India,East,Hi,Refill,Brand4,RF1R,HA04,HA04-RF1R,GT,Sikkim,5/1/2022,Brand4,Z,0.976192348,0.99,-0.01,-0.976192348,96.64304245,1,4.9,97.6192348,97.6192348,18,2022
A,AZ,,,June,India,East,Hi,Refill,Brand4,RF1R,HA04,HA04-RF1R,GT,Sikkim,6/1/2022,Brand4,Z,0.70428299,0.990000000,-0.010000000,-0.70428299,69.72401596,1,4.9,70.42829895,70.42829895,22,2022
B,BZ,,,April,India,South,Hi,Refill,Brand4,RF2R,HA04,HA04-RF2R,GT,Telangana,4/1/2022,Brand4,Z,25.97874817,0.056565763,0.943434237,25.97874817,53.51511177,1,2.2,27.5363636,27.5363636,13,2022
B,BZ,,,May,India,South,Hi,Refill,Brand4,RF2R,HA04,HA04-RF2R,GT,Telangana,5/1/2022,Brand4,Z,9.575820324,0.675190410,0.324809590,9.575820324,39.05715532,1,2.2,29.481335,29.481335,18,2022
B,BZ,,,June,India,South,Hi,Refill,Brand4,RF2R,HA04,HA04-RF2R,GT,Telangana,6/1/2022,Brand4,Z,10.06481656,0.512759079,0.487240921,10.06481656,30.72157201,1,2.2,20.65675545,20.65675545,22,2022
A,AZ,,,April,India,East,Hi,Refill,Brand4,RFL1R,HA04,HA04-RFL1R,GT,Manipur,4/1/2022,Brand4,Z,14.11819914,0.864477216,0.135522784,14.11819914,118.2940334,1,4.9,104.1758343,104.1758343,13,2022
A,AZ,,,May,India,East,Hi,Refill,Brand4,RFL1R,HA04,HA04-RFL1R,GT,Manipur,5/1/2022,Brand4,Z,15.73539012,0.716597962,-0.283402038,-15.73539012,39.78781719,1,4.9,55.5232073,55.5232073,18,2022
A,AZ,,,June,India,East,Hi,Refill,Brand4,RFL1R,HA04,HA04-RFL1R,GT,Manipur,6/1/2022,Brand4,Z,0.675813312,0.990000000,-0.010000000,-0.675813312,66.90551792,1,4.9,67.58133123,67.58133123,22,2022
A,AZ,,,April,India,North,Hi,Refill,Brand4,RGAOA,HA04,HA04-RGAOA,GT,Haryana,4/1/2022,Brand4,Z,23.75972361,-5.705317650,6.705317650,23.75972361,27.30313868,1,4.9,3.54341507,3.54341507,13,2022
A,AZ,,,May,India,North,Hi,Refill,Brand4,RGAOA,HA04,HA04-RGAOA,GT,Haryana,5/1/2022,Brand4,Z,24.32277344,-8.901677394,9.901677394,24.32277344,26.77920304,1,4.9,2.4564296,2.4564296,18,2022
A,AZ,,,June,India,North,Hi,Refill,Brand4,RGAOA,HA04,HA04-RGAOA,GT,Haryana,6/1/2022,Brand4,Z,1.771288991,,-1,-1.771288991,0,1,4.9,1.771288991,0,22,2022
B,BZ,,,April,India,west,Hi,Refill,Brand4,RGATA,HA04,HA04-RGATA,GT,Gujrat,4/1/2022,Brand4,Z,3.066949129,,-1,-3.066949129,0,1,2.2,3.066949129,0,13,2022
B,BZ,,,May,India,west,Hi,Refill,Brand4,RGATA,HA04,HA04-RGATA,GT,Gujrat,5/1/2022,Brand4,Z,2.7098866,,-1,-2.7098866,0,1,2.2,2.7098866,0,18,2022
B,BZ,,,June,India,west,Hi,Refill,Brand4,RGATA,HA04,HA04-RGATA,GT,Gujrat,6/1/2022,Brand4,Z,2.686988115,,-1,-2.686988115,0,1,2.2,2.686988115,0,22,2022
C,CY,,,April,USA,North East,Hi,Aerosol,Brand5,SHAC2,HA04,HA04-SHAC2,GT,Vermont,4/1/2022,Brand5,Y,0.586586753,0.890929604,0.109070396,0.586586753,5.964643279,1,2.06,5.378056526,5.378056526,13,2022
C,CY,,,May,USA,North East,Hi,Aerosol,Brand5,SHAC2,HA04,HA04-SHAC2,GT,Vermont,5/1/2022,Brand5,Y,1.086790792,0.889162488,0.110837512,1.086790792,10.89205229,1,2.06,9.8052615,9.8052615,18,2022
C,CY,,,June,USA,North East,Hi,Aerosol,Brand5,SHAC2,HA04,HA04-SHAC2,GT,Vermont,6/1/2022,Brand5,Y,0.526145519,0.955441532,-0.044558468,-0.526145519,11.28183502,1,2.06,11.80798054,11.80798054,22,2022
C,CY,,,April,India,North,Hi,Aerosol,Brand5,SHAC4,HA04,HA04-SHAC4,GT,Chandigarh,4/1/2022,Brand5,Y,1.277002082,0.720000829,0.279999171,1.277002082,5.837737308,1,2.06,4.560735226,4.560735226,13,2022
C,CY,,,May,India,North,Hi,Aerosol,Brand5,SHAC4,HA04,HA04-SHAC4,GT,Chandigarh,5/1/2022,Brand5,Y,1.02008587,0.877513222,0.122486778,1.02008587,9.34821637,1,2.06,8.3281305,8.3281305,18,2022
C,CY,,,June,India,North,Hi,Aerosol,Brand5,SHAC4,HA04,HA04-SHAC4,GT,Chandigarh,6/1/2022,Brand5,Y,0.584653252,0.951190998,-0.048809002,-0.584653252,11.39373649,1,2.06,11.97838974,11.97838974,22,2022
A,AZ,,,April,USA,Mid West,Hi,Lmd,Brand4,UF1R,HA04,HA04-UF1R,GT,Illinois,4/1/2022,Brand4,Z,25.13645389,0.803470870,0.196529130,25.13645389,153.038378,1,4.9,127.9019241,127.9019241,13,2022
A,AZ,,,May,USA,Mid West,Hi,Lmd,Brand4,UF1R,HA04,HA04-UF1R,GT,Illinois,5/1/2022,Brand4,Z,0.70684145,0.99,-0.01,-0.70684145,69.97730355,1,4.9,70.684145,70.684145,18,2022
A,AZ,,,June,USA,Mid West,Hi,Lmd,Brand4,UF1R,HA04,HA04-UF1R,GT,Illinois,6/1/2022,Brand4,Z,1.637240344,0.965370186,0.034629814,1.637240344,48.91558736,1,4.9,47.27834702,47.27834702,22,2022
C,CY,,,April,USA,North East,Personal Wash,Soap,Brand6,ACFL7,HA05,HA05-ACFL7,GT,New York,4/1/2022,Brand6,Y,4.912840044,0.688292852,-0.311707148,-4.912840044,10.84823593,1,2.06,15.76107597,15.76107597,13,2022
C,CY,,,May,USA,North East,Personal Wash,Soap,Brand6,ACFL7,HA05,HA05-ACFL7,GT,New York,5/1/2022,Brand6,Y,0.237209069,0.985691964,0.014308036,0.237209069,16.81593947,1,2.06,16.5787304,16.5787304,18,2022
C,CY,,,June,USA,North East,Personal Wash,Soap,Brand6,ACFL7,HA05,HA05-ACFL7,GT,New York,6/1/2022,Brand6,Y,0.762969905,0.956466927,-0.043533073,-0.762969905,16.76324278,1,2.06,17.52621269,17.52621269,22,2022
B,BY,,,April,USA,west,Personal Wash,Soap,Brand6,ACLH6,HA05,HA05-ACLH6,GT,Colorado,4/1/2022,Brand6,Y,13.7206978,0.618745682,-0.381254318,-13.7206978,22.26761015,1,6.89,35.98830795,35.98830795,13,2022
B,BY,,,May,USA,west,Personal Wash,Soap,Brand6,ACLH6,HA05,HA05-ACLH6,GT,Colorado,5/1/2022,Brand6,Y,9.736330991,0.750749956,-0.249250044,-9.736330991,29.32617361,1,6.89,39.0625046,39.0625046,18,2022
B,BY,,,June,USA,west,Personal Wash,Soap,Brand6,ACLH6,HA05,HA05-ACLH6,GT,Colorado,6/1/2022,Brand6,Y,6.744660952,0.823079301,-0.176920699,-6.744660952,31.37784805,1,6.89,38.122509,38.122509,22,2022
A,AY,,,April,India,west,Personal Wash,Soap,Brand1,AGNA1H,HA05,HA05-AGNA1H,GT,Gujrat,4/1/2022,Brand1,Y,6.169148683,0.851187153,-0.148812847,-6.169148683,35.28660465,1,32.06,41.45575333,41.45575333,13,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA1H,HA05,HA05-AGNA1H,GT,Gujrat,5/1/2022,Brand1,Y,1.401848264,0.971703158,0.028296842,1.401848264,50.94265096,1,32.06,49.5408027,49.5408027,18,2022
A,AY,,,June,India,west,Personal Wash,Soap,Brand1,AGNA1H,HA05,HA05-AGNA1H,GT,Gujrat,6/1/2022,Brand1,Y,9.478019727,0.830384317,-0.169615683,-9.478019727,46.40136336,1,32.06,55.87938309,55.87938309,22,2022
C,CZ,,,April,India,North,Personal Wash,Soap,Brand1,AGNA57S,HA05,HA05-AGNA57S,GT,Chandigarh,4/1/2022,Brand1,Z,8.076574766,0.253274010,0.746725990,8.076574766,18.89255663,1,1.14,10.81598186,10.81598186,13,2022
C,CZ,,,May,India,North,Personal Wash,Soap,Brand1,AGNA57S,HA05,HA05-AGNA57S,GT,Chandigarh,5/1/2022,Brand1,Z,9.390296547,-0.050283819,-0.512262648,-9.390296547,8.940722853,1,1.14,18.3310194,8.940722853,18,2022
C,CZ,,,June,India,North,Personal Wash,Soap,Brand1,AGNA57S,HA05,HA05-AGNA57S,GT,Chandigarh,6/1/2022,Brand1,Z,15.01095579,-0.135542813,1.135542813,15.01095579,28.23014543,1,1.14,13.21918964,13.21918964,22,2022
A,AX,,,April,India,North,Hair Color,Creme,Brand2,BMBB2T,HA05,HA05-BMBB2T,GT,Delhi,4/1/2022,Brand2,X,4.003790622,0.898778275,0.101221725,4.003790622,43.5584476,1,42.96,39.55465698,39.55465698,13,2022
A,AX,,,May,India,North,Hair Color,Creme,Brand2,BMBB2T,HA05,HA05-BMBB2T,GT,Delhi,5/1/2022,Brand2,X,9.614823286,0.830131059,-0.169868941,-9.614823286,46.98659691,1,42.96,56.6014202,56.6014202,18,2022
A,AX,,,June,India,North,Hair Color,Creme,Brand2,BMBB2T,HA05,HA05-BMBB2T,GT,Delhi,6/1/2022,Brand2,X,17.39319078,0.716792240,-0.283207760,-17.39319078,44.02176054,1,42.96,61.41495132,61.41495132,22,2022
A,AY,,,April,India,South,Hair Color,Powder,Brand2,BPSK9,HA05,HA05-BPSK9,GT,Keral,4/1/2022,Brand2,Y,4.603927971,0.948434838,0.051565162,4.603927971,93.88761938,1,32.06,89.28369141,89.28369141,13,2022
A,AY,,,May,India,South,Hair Color,Powder,Brand2,BPSK9,HA05,HA05-BPSK9,GT,Keral,5/1/2022,Brand2,Y,4.452194545,0.959756690,0.040243310,4.452194545,115.0841113,1,32.06,110.6319168,110.6319168,18,2022
A,AY,,,June,India,South,Hair Color,Powder,Brand2,BPSK9,HA05,HA05-BPSK9,GT,Keral,6/1/2022,Brand2,Y,20.72059426,0.834599815,-0.165400185,-20.72059426,104.554926,1,32.06,125.2755203,125.2755203,22,2022
B,BZ,,,April,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA05,HA05-CEBR1,GT,Montana,4/1/2022,Brand3,Z,0.924659142,0.648766037,0.351233963,0.924659142,3.55726088,1,2.2,2.632601738,2.632601738,13,2022
B,BZ,,,May,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA05,HA05-CEBR1,GT,Montana,5/1/2022,Brand3,Z,0.312609058,0.909302785,0.090697215,0.312609058,3.759341758,1,2.2,3.4467327,3.4467327,18,2022
B,BZ,,,June,USA,South West,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA05,HA05-CEBR1,GT,Montana,6/1/2022,Brand3,Z,1.001156942,0.773052373,-0.226947627,-1.001156942,3.410243853,1,2.2,4.411400795,4.411400795,22,2022
C,CZ,,,April,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA05,HA05-CEBR2,GT,Georgia,4/1/2022,Brand3,Z,0.015548399,0.986182006,0.013817994,0.015548399,1.140776804,1,1.14,1.125228405,1.125228405,13,2022
C,CZ,,,May,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA05,HA05-CEBR2,GT,Georgia,5/1/2022,Brand3,Z,0.461513152,0.686624580,-0.313375420,-0.461513152,1.011203348,1,1.14,1.4727165,1.4727165,18,2022
C,CZ,,,June,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR2,HA05,HA05-CEBR2,GT,Georgia,6/1/2022,Brand3,Z,1.633009743,-1.150318257,-0.682571754,-1.633009743,0.759427,1,1.14,2.392436743,0.759427,22,2022
C,CZ,,,April,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA05,HA05-CEBR5,GT,Arkansas,4/1/2022,Brand3,Z,1.08751835,0.463215636,0.536784364,1.08751835,3.113505737,1,1.14,2.025987387,2.025987387,13,2022
C,CZ,,,May,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA05,HA05-CEBR5,GT,Arkansas,5/1/2022,Brand3,Z,1.286299336,0.327104516,0.672895484,1.286299336,3.197887936,1,1.14,1.9115886,1.9115886,18,2022
C,CZ,,,June,USA,South East,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA05,HA05-CEBR5,GT,Arkansas,6/1/2022,Brand3,Z,0.286359344,0.909441313,-0.090558687,-0.286359344,2.875781741,1,1.14,3.162141085,3.162141085,22,2022
B,BZ,,,April,India,North,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA05,HA05-CEPR4,GT,Delhi,4/1/2022,Brand3,Z,2.552046096,-0.343041029,1.343041029,2.552046096,4.452245748,1,2.2,1.900199652,1.900199652,13,2022
B,BZ,,,May,India,North,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA05,HA05-CEPR4,GT,Delhi,5/1/2022,Brand3,Z,0.059977416,0.980598494,0.019401506,0.059977416,3.151356816,1,2.2,3.0913794,3.0913794,18,2022
B,BZ,,,June,India,North,Fabric Care,Liquid Detergent,Brand3,CEPR4,HA05,HA05-CEPR4,GT,Delhi,6/1/2022,Brand3,Z,0.369308216,0.914976305,-0.085023695,-0.369308216,3.974283474,1,2.2,4.34359169,4.34359169,22,2022
C,CZ,,,April,India,South,Fabric Care,Liquid Detergent,Brand3,CESR3,HA05,HA05-CESR3,GT,Tamil Nadu,4/1/2022,Brand3,Z,0.183813264,0.750915380,0.249084620,0.183813264,0.921768357,1,1.14,0.737955093,0.737955093,13,2022
C,CZ,,,May,India,South,Fabric Care,Liquid Detergent,Brand3,CESR3,HA05,HA05-CESR3,GT,Tamil Nadu,5/1/2022,Brand3,Z,0.186381211,0.701013127,-0.298986873,-0.186381211,0.436994689,1,1.14,0.6233759,0.6233759,18,2022
C,CZ,,,June,India,South,Fabric Care,Liquid Detergent,Brand3,CESR3,HA05,HA05-CESR3,GT,Tamil Nadu,6/1/2022,Brand3,Z,1.13407325,-2.712317311,-0.787790182,-1.13407325,0.305489309,1,1.14,1.439562559,0.305489309,22,2022
C,CZ,,,April,India,North,Hygiene,Powder Handwash,Brand7,MPHRRN,HA05,HA05-MPHRRN,GT,Punjab,4/1/2022,Brand7,Z,7.262363699,-1.250480079,2.250480079,7.262363699,10.48939235,1,1.14,3.227028654,3.227028654,13,2022
C,CZ,,,May,India,North,Hygiene,Powder Handwash,Brand7,MPHRRN,HA05,HA05-MPHRRN,GT,Punjab,5/1/2022,Brand7,Z,0.850663672,0.878774711,-0.121225289,-0.850663672,6.166549328,1,1.14,7.017213,7.017213,18,2022
C,CZ,,,June,India,North,Hygiene,Powder Handwash,Brand7,MPHRRN,HA05,HA05-MPHRRN,GT,Punjab,6/1/2022,Brand7,Z,2.666284675,0.653617639,-0.346382361,-2.666284675,5.031233957,1,1.14,7.697518632,7.697518632,22,2022
A,AY,,,April,USA,South West,Hi,Refill,Brand4,RF1R,HA05,HA05-RF1R,GT,New Mexico,4/1/2022,Brand4,Y,20.76476491,0.705030967,0.294969033,20.76476491,91.16118825,1,32.06,70.39642334,70.39642334,13,2022
A,AY,,,May,USA,South West,Hi,Refill,Brand4,RF1R,HA05,HA05-RF1R,GT,New Mexico,5/1/2022,Brand4,Y,8.306538597,0.815340352,-0.184659648,-8.306538597,36.676427,1,32.06,44.9829656,44.9829656,18,2022
A,AY,,,June,USA,South West,Hi,Refill,Brand4,RF1R,HA05,HA05-RF1R,GT,New Mexico,6/1/2022,Brand4,Y,31.5364248,0.432068040,0.567931960,31.5364248,87.06495111,1,32.06,55.52852631,55.52852631,22,2022
B,BZ,,,April,USA,South West,Hi,Refill,Brand4,RF2R,HA05,HA05-RF2R,GT,Oklahoma,4/1/2022,Brand4,Z,12.47314267,0.589548184,0.410451816,12.47314267,42.86195368,1,2.2,30.38881101,30.38881101,13,2022
B,BZ,,,May,USA,South West,Hi,Refill,Brand4,RF2R,HA05,HA05-RF2R,GT,Oklahoma,5/1/2022,Brand4,Z,14.86140293,0.164928282,0.835071718,14.86140293,32.65796173,1,2.2,17.7965588,17.7965588,18,2022
B,BZ,,,June,USA,South West,Hi,Refill,Brand4,RF2R,HA05,HA05-RF2R,GT,Oklahoma,6/1/2022,Brand4,Z,16.60297293,0.154568793,0.845431207,16.60297293,36.24144001,1,2.2,19.63846708,19.63846708,22,2022
C,CY,,,April,India,west,Hi,Aerosol,Brand5,SHAC2,HA05,HA05-SHAC2,GT,Maharastra,4/1/2022,Brand5,Y,2.66603364,0.742049730,0.257950270,2.66603364,13.00148953,1,2.06,10.33545589,10.33545589,13,2022
C,CY,,,May,India,west,Hi,Aerosol,Brand5,SHAC2,HA05,HA05-SHAC2,GT,Maharastra,5/1/2022,Brand5,Y,2.669445965,0.735229905,0.264770095,2.669445965,12.75157387,1,2.06,10.0821279,10.0821279,18,2022
C,CY,,,June,India,west,Hi,Aerosol,Brand5,SHAC2,HA05,HA05-SHAC2,GT,Maharastra,6/1/2022,Brand5,Y,3.129838331,0.709713462,0.290286538,3.129838331,13.91173111,1,2.06,10.78189278,10.78189278,22,2022
C,CY,,,April,USA,South East,Hi,Aerosol,Brand5,SHAC4,HA05,HA05-SHAC4,GT,Alabama,4/1/2022,Brand5,Y,1.589649649,0.832104000,0.167896000,1.589649649,11.0577111,1,2.06,9.468061447,9.468061447,13,2022
C,CY,,,May,USA,South East,Hi,Aerosol,Brand5,SHAC4,HA05,HA05-SHAC4,GT,Alabama,5/1/2022,Brand5,Y,3.571303504,0.617164657,0.382835343,3.571303504,12.8998662,1,2.06,9.3285627,9.3285627,18,2022
C,CY,,,June,USA,South East,Hi,Aerosol,Brand5,SHAC4,HA05,HA05-SHAC4,GT,Alabama,6/1/2022,Brand5,Y,1.330597316,0.862979682,0.137020318,1.330597316,11.04154626,1,2.06,9.710948944,9.710948944,22,2022
B,BY,,,April,India,South,Hi,Lmd,Brand4,UF1R,HA05,HA05-UF1R,GT,Tamil Nadu,4/1/2022,Brand4,Y,13.20748931,0.650758098,-0.349241902,-13.20748931,24.61010713,1,6.89,37.81759644,37.81759644,13,2022
B,BY,,,May,India,South,Hi,Lmd,Brand4,UF1R,HA05,HA05-UF1R,GT,Tamil Nadu,5/1/2022,Brand4,Y,0.283458736,0.980319805,0.019680195,0.283458736,14.68670694,1,6.89,14.4032482,14.4032482,18,2022
B,BY,,,June,India,South,Hi,Lmd,Brand4,UF1R,HA05,HA05-UF1R,GT,Tamil Nadu,6/1/2022,Brand4,Y,7.690888649,0.453122923,0.546877077,7.690888649,21.75417448,1,6.89,14.06328583,14.06328583,22,2022
A,AY,,,April,India,South,Personal Wash,Soap,Brand6,ACCO5,HA06,HA06-ACCO5,GT,Keral,4/1/2022,Brand6,Y,17.81549505,0.770016348,-0.229983652,-17.81549505,59.64868494,1,32.06,77.46417999,77.46417999,13,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand6,ACCO5,HA06,HA06-ACCO5,GT,Keral,5/1/2022,Brand6,Y,11.92653919,0.836447310,-0.163552690,-11.92653919,60.99515481,1,32.06,72.921694,72.921694,18,2022
A,AY,,,June,India,South,Personal Wash,Soap,Brand6,ACCO5,HA06,HA06-ACCO5,GT,Keral,6/1/2022,Brand6,Y,17.29223663,0.759770761,-0.240229239,-17.29223663,54.68999451,1,32.06,71.98223114,71.98223114,22,2022
C,CY,,,April,India,west,Personal Wash,Soap,Brand6,ACFL7,HA06,HA06-ACFL7,GT,Gujrat,4/1/2022,Brand6,Y,2.633794776,0.757059543,-0.242940457,-2.633794776,8.207523354,1,2.06,10.84131813,10.84131813,13,2022
C,CY,,,May,India,west,Personal Wash,Soap,Brand6,ACFL7,HA06,HA06-ACFL7,GT,Gujrat,5/1/2022,Brand6,Y,1.154019391,0.906997104,-0.093002896,-1.154019391,11.25440491,1,2.06,12.4084243,12.4084243,18,2022
C,CY,,,June,India,west,Personal Wash,Soap,Brand6,ACFL7,HA06,HA06-ACFL7,GT,Gujrat,6/1/2022,Brand6,Y,2.277953736,0.797993044,0.202006956,2.277953736,13.55456411,1,2.06,11.27661037,11.27661037,22,2022
B,BY,,,April,India,west,Personal Wash,Soap,Brand6,ACHO5,HA06,HA06-ACHO5,GT,Gujrat,4/1/2022,Brand6,Y,1.566267232,0.968258631,-0.031741369,-1.566267232,47.7783983,1,6.89,49.34466553,49.34466553,13,2022
B,BY,,,May,India,west,Personal Wash,Soap,Brand6,ACHO5,HA06,HA06-ACHO5,GT,Gujrat,5/1/2022,Brand6,Y,15.91048709,0.765044289,-0.234955711,-15.91048709,51.80647551,1,6.89,67.7169626,67.7169626,18,2022
B,BY,,,June,India,west,Personal Wash,Soap,Brand6,ACHO5,HA06,HA06-ACHO5,GT,Gujrat,6/1/2022,Brand6,Y,19.8208269,0.711754833,-0.288245167,-19.8208269,48.94295179,1,6.89,68.76377869,68.76377869,22,2022
A,AX,,,April,USA,North East,Personal Wash,Soap,Brand6,ACLH6,HA06,HA06-ACLH6,GT,Vermont,4/1/2022,Brand6,X,30.3715721,0.666099324,-0.333900676,-30.3715721,60.5883278,1,42.96,90.9598999,90.9598999,13,2022
A,AX,,,May,USA,North East,Personal Wash,Soap,Brand6,ACLH6,HA06,HA06-ACLH6,GT,Vermont,5/1/2022,Brand6,X,7.911191882,0.901752681,-0.098247319,-7.911191882,72.61204212,1,42.96,80.523234,80.523234,18,2022
A,AX,,,June,USA,North East,Personal Wash,Soap,Brand6,ACLH6,HA06,HA06-ACLH6,GT,Vermont,6/1/2022,Brand6,X,29.1764745,0.682402126,-0.317597874,-29.1764745,62.68961437,1,42.96,91.86608887,91.86608887,22,2022
C,CY,,,April,USA,west,Personal Wash,Soap,Brand1,AGNA1H,HA06,HA06-AGNA1H,GT,Colorado,4/1/2022,Brand1,Y,1.139100054,0.673349549,-0.326650451,-1.139100054,2.348114034,1,2.06,3.487214088,3.487214088,13,2022
C,CY,,,May,USA,west,Personal Wash,Soap,Brand1,AGNA1H,HA06,HA06-AGNA1H,GT,Colorado,5/1/2022,Brand1,Y,1.409759311,0.668464692,-0.331535308,-1.409759311,2.842455389,1,2.06,4.2522147,4.2522147,18,2022
C,CY,,,June,USA,west,Personal Wash,Soap,Brand1,AGNA1H,HA06,HA06-AGNA1H,GT,Colorado,6/1/2022,Brand1,Y,0.822438544,0.790298430,-0.209701570,-0.822438544,3.099508935,1,2.06,3.921947479,3.921947479,22,2022
A,AY,,,April,India,South,Hair Color,Creme,Brand2,BMBB2T,HA06,HA06-BMBB2T,GT,Tamil Nadu,4/1/2022,Brand2,Y,6.895927831,0.839099731,0.160900269,6.895927831,49.75432627,1,32.06,42.85839844,42.85839844,13,2022
A,AY,,,May,India,South,Hair Color,Creme,Brand2,BMBB2T,HA06,HA06-BMBB2T,GT,Tamil Nadu,5/1/2022,Brand2,Y,12.35637742,0.815992240,-0.184007760,-12.35637742,54.79501548,1,32.06,67.1513929,67.1513929,18,2022
